class_id,class_name,precision,recall,f1,mAP50,mAP50_95
0,anthracnose,0.7771159337229174,0.5229975134803914,0.6252219018225557,0.6296113637314764,0.2514790590330718
1,leaf_miner,0.6650737105960911,0.8021978021978022,0.7272282795478783,0.8008171485020182,0.4874524547325535
2,red_rust,0.6413908907978928,0.654126213592233,0.6476959561678002,0.6676009029197228,0.3161663538407384
