class_id,class_name,precision,recall,f1,mAP50,mAP50_95
0,anthracnose,0.15810931431478925,0.3333333333333333,0.21448323633981836,0.23776944316612972,0.14621110599785242
1,leaf_miner,0.4400990561871626,0.75,0.5547005359328426,0.6126159420289856,0.3876898550724638
2,red_rust,0.33495933474198614,0.20512820512820512,0.25443877910217383,0.20628615105992582,0.1105880495292046
