class_id,class_name,precision,recall,f1,mAP50,mAP50_95
0,anthracnose,0.7232850057528183,0.5425023598532962,0.6199837873704929,0.6203287424608063,0.26362754802187705
1,leaf_miner,0.8229184201626356,0.5999735532443035,0.6939800038264948,0.6583968936728919,0.40121403124061555
2,red_rust,0.5325741091423543,0.8093841642228738,0.6424298858915236,0.7039910397936936,0.356631252563152
