class_id,class_name,precision,recall,f1,mAP50,mAP50_95
0,anthracnose,0.45372608538644604,0.2054794520547945,0.28285984298589956,0.30605682342888024,0.1227465243385321
1,leaf_miner,0.8378778568927079,0.9090909090909091,0.8720329263590757,0.905,0.6063285714285714
2,red_rust,0.45168181324064244,0.4152542372881356,0.4327027045179328,0.3898747191228054,0.19281225856252476
