class_id,class_name,tp,fp,fn,precision,recall,f1,mean_iou_tp,median_iou_tp
0,anthracnose,55,34,24,0.6179775280898807,0.6962025316455609,0.6547619047613987,0.7202820928441022,0.7040678529146556
1,leaf_miner,18,7,7,0.7199999999999712,0.7199999999999712,0.7199999999994712,0.8123838043808387,0.862771765672149
2,red_rust,283,189,104,0.5995762711864394,0.7312661498707991,0.6589057043068375,0.7647618078929186,0.7745735921212955
