class_id,class_name,precision,recall,f1,mAP50,mAP50_95
0,anthracnose,0.6933702313329262,0.5949367088607594,0.6403930469999594,0.6666081961398747,0.2846881227949039
1,leaf_miner,0.8571059727878428,0.71979344761192,0.7824712916248484,0.7838630620897031,0.5107909767539972
2,red_rust,0.6915565710337954,0.6795865633074936,0.6855193183999836,0.7388231376375769,0.36748352249890215
