epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.5383244156837463,1.2454992532730103,0.2442428469657898,4.581949234008789,0.0010000000474974513
2,0.6264606714248657,1.0278328657150269,0.3356594443321228,2.4456515312194824,0.0010000000474974513
3,0.6973658204078674,0.8202890753746033,0.6015352606773376,1.2050457000732422,0.0010000000474974513
4,0.7086551785469055,0.7895742654800415,0.5310537219047546,1.7453032732009888,0.0010000000474974513
5,0.7526242733001709,0.6913678646087646,0.3349616229534149,2.6913323402404785,0.0010000000474974513
6,0.7819370031356812,0.6199111938476562,0.6050243973731995,1.2990758419036865,0.0010000000474974513
7,0.8344226479530334,0.48030462861061096,0.7334263920783997,0.7270275950431824,0.0003000000142492354
8,0.8498712778091431,0.4293089807033539,0.6943475008010864,1.0739526748657227,0.0003000000142492354
9,0.8621509075164795,0.39461421966552734,0.6133984923362732,1.1952840089797974,0.0003000000142492354
10,0.85838782787323,0.41626957058906555,0.6189811825752258,1.1485368013381958,0.0003000000142492354
11,0.8863140940666199,0.3334820568561554,0.7934403419494629,0.6795165538787842,9.000000136438757e-05
12,0.9003763198852539,0.2959083020687103,0.8150732517242432,0.6341932415962219,9.000000136438757e-05
13,0.8960190415382385,0.2992594242095947,0.7613398432731628,0.7469566464424133,9.000000136438757e-05
14,0.904337465763092,0.28055670857429504,0.7899511456489563,0.6579110026359558,9.000000136438757e-05
15,0.9166171550750732,0.2504858076572418,0.7236566543579102,1.002647042274475,9.000000136438757e-05
16,0.9217666983604431,0.22618581354618073,0.8583391308784485,0.4855566918849945,2.700000004551839e-05
17,0.9283026456832886,0.20808982849121094,0.8485694527626038,0.5349733829498291,2.700000004551839e-05
18,0.9229550361633301,0.21855111420154572,0.8688067197799683,0.45855656266212463,2.700000004551839e-05
19,0.9344424605369568,0.19649863243103027,0.8569434881210327,0.4921294152736664,2.700000004551839e-05
20,0.9374133348464966,0.18467891216278076,0.829727828502655,0.5596080422401428,2.700000004551839e-05
21,0.932659924030304,0.19914904236793518,0.8709002137184143,0.44505080580711365,2.700000004551839e-05
22,0.9401862025260925,0.17812290787696838,0.8562456369400024,0.5364965796470642,2.700000004551839e-05
23,0.9397900700569153,0.16591335833072662,0.8129797577857971,0.7202238440513611,2.700000004551839e-05
24,0.9384036660194397,0.1796625703573227,0.8436845541000366,0.5981862545013428,2.700000004551839e-05
25,0.946722149848938,0.1620652824640274,0.8660153746604919,0.47335970401763916,8.099999831756577e-06
26,0.9597940444946289,0.12883338332176208,0.8646196722984314,0.48291313648223877,8.099999831756577e-06
27,0.9516736268997192,0.15245868265628815,0.8632240295410156,0.4752718508243561,8.099999831756577e-06
28,0.9562289714813232,0.1327395886182785,0.868108868598938,0.47089648246765137,2.429999995001708e-06
29,0.9609823822975159,0.1285722255706787,0.8639218211174011,0.48309025168418884,2.429999995001708e-06
