epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.5547633171081543,1.1952239274978638,0.23935799300670624,3.3466250896453857,0.0010000000474974513
2,0.6583482027053833,0.941085934638977,0.2812281847000122,3.2951290607452393,0.0010000000474974513
3,0.7044959664344788,0.8137703537940979,0.22540125250816345,2.6717164516448975,0.0010000000474974513
4,0.7425232529640198,0.7213029861450195,0.6350314021110535,0.9079924821853638,0.0010000000474974513
5,0.7637155652046204,0.6566336154937744,0.5526866912841797,1.8298089504241943,0.0010000000474974513
6,0.8049118518829346,0.5704100728034973,0.7348220348358154,0.9195448160171509,0.0010000000474974513
7,0.8167954087257385,0.5393970012664795,0.616887629032135,1.1186761856079102,0.0010000000474974513
8,0.852247953414917,0.4172212779521942,0.8290299773216248,0.4870981276035309,0.0003000000142492354
9,0.8740344643592834,0.36039087176322937,0.7641311883926392,0.7160441875457764,0.0003000000142492354
10,0.8740344643592834,0.35421022772789,0.7669225335121155,0.8292059898376465,0.0003000000142492354
11,0.8855218887329102,0.33819910883903503,0.45987439155578613,3.0473132133483887,0.0003000000142492354
12,0.9069122672080994,0.2726002633571625,0.8290299773216248,0.5331854224205017,9.000000136438757e-05
13,0.9146365523338318,0.2589867115020752,0.8325191736221313,0.5148481130599976,9.000000136438757e-05
14,0.9229550361633301,0.22746434807777405,0.8457781076431274,0.49556389451026917,9.000000136438757e-05
15,0.9288967847824097,0.21503670513629913,0.8513607978820801,0.45179224014282227,2.700000004551839e-05
16,0.9338482618331909,0.19588813185691833,0.8353105187416077,0.5113517045974731,2.700000004551839e-05
17,0.9352347254753113,0.1932011991739273,0.8387997150421143,0.548818826675415,2.700000004551839e-05
18,0.940582275390625,0.18664640188217163,0.8408932089805603,0.5049994587898254,2.700000004551839e-05
19,0.947910487651825,0.16496756672859192,0.8660153746604919,0.4787027835845947,8.099999831756577e-06
20,0.9445434808731079,0.1642005443572998,0.8569434881210327,0.5169066190719604,8.099999831756577e-06
21,0.9459298849105835,0.1604800522327423,0.8534542918205261,0.4996344745159149,8.099999831756577e-06
22,0.9443454146385193,0.15827403962612152,0.8590369820594788,0.5044392347335815,2.429999995001708e-06
23,0.9496930241584778,0.15721595287322998,0.8569434881210327,0.5044463872909546,2.429999995001708e-06
