class_id,class_name,tp,fp,fn,precision,recall,f1,mean_iou_tp,median_iou_tp
0,anthracnose,79,29,80,0.7314814814814747,0.4968553459119466,0.5917602996249819,0.7367495008255543,0.7393294400894548
1,leaf_miner,18,3,13,0.8571428571428164,0.5806451612903039,0.6923076923071841,0.8229229641666517,0.8601639224575053
2,red_rust,260,214,81,0.5485232067510537,0.7624633431085021,0.6380368098154626,0.7667106355921927,0.7810527648863685
